content,label
Áo này chưa mặc đã bị rách ra rồi 😥😥,0
Cơ mà tiền nào của ý,1
Ko có hàng mà khi cho hàng vao gio kho vẫn báo con mấy chục chiếc .ko có hàng mà khi nhắn tin hoi cung rap tin nhân chung chung,0
Đồ khi giao tới hơi hôi,0
Mua lần 2 rùi thấy cực ok lun,2
"cô dạy rất nhiệt tình , các tài liệu đầy đủ .",2
Đẹp hơn hình nhiều,2
Mua về giặt cho hết mùi vải rồi lem tùm luôn,0
giảng viên chưa hướng dẫn kỹ những bài tập sinh viên không làm được hoặc làm sai .,0
giảng viên luôn nhiệt tình với sinh viên .,2
Nhỏ và mỏng quá,0
Áo dày mặc đẹp phì hợp giá tiền,2
Đúng chính hãng,2
Bạn nào dùng chơi thì mua vẫn ok,1
Ok nha,1
đề nghị thầy đừng nghỉ nhiều quá mất bài của chúng em .,0
"cô rất nhiệt tình trong quá trình giảng dạy , luôn khuyên nhủ sinh viên học bài và làm bài tập .",2
"thầy dạy thì nên dạy sớm để dễ học , dễ nhớ , ban đầu thầy ít dạy vào kiến thức chính , đến giai đoạn cuối của kỳ là khi bận rộn nhiều thì thấy mới bắt đầu dạy kiến thức .",0
"Áo vải tạm được, mặc nóng",1
Rất không đáng tiền,0
"nội dung học chất lượng nhưng khá đơn giản , thầy sử dụng giờ trên lớp không hiệu quả , chủ yếu thầy vào lớp cho bài tập , giảng một xíu rồi ngồi đó , còn sinh viên giải bài tập tới cuối giờ , dù làm bài tập tới tuần cuối môn học nhưng vẫn không biết kết quả các bài tập mình từng làm là đúng hay sai vì thầy không công bố kết quả để cho thấy được sự sai sót của mình , dẫn đến trước khi thi các sinh viên có sự phân hoá về cách giải bài tập , không thống nhất .",0
cách giảng dạy .,1
"Chất liệu vải quá xấu,",0
Áo shop gửi này biết rẻ nhưng mới chứ đây như mặc lướt rồi ý,2
"Yêu cầu đổi trả Shop yêu cầu gửi ảnh, gửi cho r im lặng",0
"Áo Quần của shop đẹp, mình rất ưng",2
bắt đầu tiết học là 7h30 nhưng 8h giảng viên mới đến lớp .,0
cho nên cái này phải từ giảng viên học hỏi và tham khảo cách giảng dạy của giảng viên khác dạy cùng bộ môn với mình .,0
một môn học rất hay .,2
Bạn nào cần liên hệ sp mình nhé,1
"Chất lượng ok, khí hậu lạnh lạnh mặc là đúng bài 😁 quần ít co giãn nên bé em mình vòng 3 hơi to nên bị kích chút xíu, có 1 quần thì túi bị thủng 😂 với giá tiền vậy thì cũng chấp nhận được",2
"cô rất nhiệt tình , tận tâm .",2
Quần hơi xấu,1
Áo đẹp lắm shop..,2
buổi học chỉ dạy một nửa thời gian .,0
"Chất lượng sản phẩm kém , Giá cả chấp nhận được Thời gian giao hàng nhanh",1
Loại này bạn nào ngực to thì mặc đẹp nè,1
Nói chung là k thích như nhìn hình,0
Nói chung ce hoàn toàn có thể yên tâm mua hàng ở shop nhé,2
Chất lượng ok lắm nha,2
tài liệu còn thiếu chủ yếu sinh viên phải tự tìm .,0
"nên tạo thêm cảm hứng khi học như doubledot học qua bài hát , hình ảnh .",0
rõ ràng .,2
Ưng ý lắm ạ,2
"nhiệt tình , tâm huyết !",2
Thời gian giao hàng rất nhanh Rất đáng tiền,2
thầy có phong cách giảng bài gần gũi với sinh viên .,2
Thanks shop,2
Chất len lại đẹp và dày dặn nữa,2
thầy nên giải thích kỹ hơn .,0
Chất lượng sản phẩm tuyệt vời y hình,2
Váy màu ghi nhỏ hơn màu đen 1 chút nên hơi chật với mình :(,0
slide cần đầy đủ hơn nữa .,0
"thầy dạy hay , tận tình góp ý từng bài .",2
"cô nhiệt tình giảng dạy , tương tác với sinh viên rất tốt .",2
Đóng gói sản phẩm rất đẹp và chắc chắn,2
Chất vải đẹp nhưng from hơi rộng nhé,2
"Mua 15 sản phẩm nhờ shop lấy dùm mỗi hình 5 loại mà shop giao 15 hình 1 loại, cũng ổn mà do shop k đọc lưu ý của mình nên thấy chưa hoàn thiện lắm :))",1
Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt,2
Chất lượng sản phẩm ko Ok cho lắm,0
"Chất vải khá ổn, áo đẹp lắm nha các bạn, giao khá lâu :((",1
sinh viên trường wzjwz80 chúng ta hoàn toàn không được đánh giá cao so với sinh viên của wzjwz81 và wzjwz82 .,0
Hàng đẹp lắm shop ạ,2
"Chờ đợi hàng mỏi mòn, nhận được váy không có khoá đằng sau",0
do môn học khá khô khan nên em mong thầy liên hệ thêm nhiều ví dụ thực tế hơn để sinh viên dễ nắm bắt nội dung bài giảng .,0
Chất lượng sản phẩm tuyệt vời,2
E còn canh đc mã giảm gia 228k 1 cái áo ấm chất lượng khỏi bàn,2
Chất lượng sản phẩm tốt,2
"vào lớp muộn , cho ra trễ .",0
Đẹp xuất sắc !!!,2
đề thi tương đối dài .,0
Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền. hiuhiu sao em ko dc tặng móc khoá như bạn kia :(((,2
cung cấp đầy đủ và cập nhật giáo trình và tài liệu phục vụ môn học hơn .,0
"tích cực giúp đỡ sinh viên khi gặp khúc mắc , phương pháp dạy vui , thoải mái xen kẽ chuyên sâu .",2
Sp dep,2
Giá ok,2
vải rất xinh màu chuẩn,2
mọi thứ đều ổn .,1
Áo đẹp lắm nè,2
thực hành không nên điểm danh lấy điểm .,0
"những chủ đề , khía cạnh về tiếng anh phải được cho để sinh viên tìm hiểu .",0
Giao hàng nhanh chóng,2
Kg hiểu sao 2 cái 1 mỏng 1 dày!,0
Balo rất đẹp vải thì OK,2
Cám ơn shop,1
Hàng đẹp,2
"Chất dày dặn, đẹp",2
nhiệt tình chu đáo với sinh viên .,2
không điểm danh .,1
Mà rộng quá k mặc vừa,0
"Áo chất liệu đẹp, in màu đẹp, form đẹp, giá đẹp => nói chung là CHUẨN",2
"cô giảng dạy nhiệt tình , dễ hiểu , bài tập bám sát lý thuyết .",2
rất thực tiễn .,2
Sh rất nhiệt tình,2
thầy rất nhiệt tình và thường xuyên dạy lố giờ .,0
"Shop còn tặng đôi tất nhỏ xinh nữa, thanks shop",2
Áo hơi khác so với hình ngắn và nhỏ hơn không giống hình,0
cần hướng dẫn nhiều hơn về phần bài tập .,0
Áo chất hơi thô mỏng k mịn,0
Chất lượng tạm được,0
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Shop phục vụ rất tốt Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh,2
Sp tạm được,2
Rất ưng,2
Áo k như ảnh,0
Đóng gói sp đẹp. ❤❤,2
nội dung mới .,2
Còn chắc hay k thì đợi chơi thêm 1 tg nữa mới biết,1
Nói chung là cx được,2
Sẽ ủng hộ shop,2
thầy dạy khá ổn .,1
"Thời gian giao hàng nhanh, được",2
"quan tâm đến sinh viên , thường xuyên hướng dẫn từng sinh viên .",2
nói nhanh .,0
"Giao ko đúng mẫu đặt, nghĩ sao đặt mẫu 95k giao mẫu 65k vui thật, buôn bán mà đẩy hàng tồn cho khách kiểu đó, đổi trả rắc rối nên đành chịu vì gần sinh r",0
Vải mỏng mát,1
Nói chug 10 saooooo,2
Hoi nhỏ nhug vẫn 5*,2
Vải hơi mỏng,1
"Mình đặt 10 chiếc nhưng shop giao 9 chiếc có lẽ do hết hàng, tiền chiếc kia shop để chung vào gói hàng luôn",2
Với giá này thì cũng ok,1
"cô wzjwz20 rất nhiệt tình và tận tâm , nhưng cách cô giảng bài làm nhiều sinh viên khó tiếp thu , tất cả đều có trong slide , cô chủ yếu chỉ nói trong slide , rất khó hiểu .",2
Hàng rất đẹp y như trong ảnh tôi rất hài lòng,2
nên đưa ra một số bài tập và giải mẫu .,0
Lần trước có mua rồi và được loại kích thước lớn hơn gấp đôi mà giá rẻ hơn nữa,0
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.túi đẹp mềm nhưng mình nghĩ quai cứng hơn chút thì đẹp hơn,2
giao đề tài thiếu công bằng .,0
Trà sữa uống rất ngon.Tặng shop 5 sao,2
Giao hàng nhanh,2
Ở ngoài vàng vàng bẩn bẩn,0
Áo hơi to so với m nhưng về chất liệu thì ok,2
nên hướng dẫn rõ hơn .,0
Mua hàng mấy lần rui,2
Giao hàng nhanh rất nhanh!,2
"giáo viên tận tâm chỉ dạy , nhiệt tình , giúp đỡ sinh viên .",2
"thầy dạy nhanh , hay !",2
Chất lượng sản phẩm tuyệt vời,2
"phương pháp giảng dạy phù hợp , lôi cuốn vào bài học .",2
"Thích lắm luôn, ko ngờ áo đẹp vậy, màu đẹp form áo cũng đẹp, ưng cực kì ❤️❤️❤️",2
Shop giao hàng quá tào lao.đặt 1 đuong giao 1 nẻo,1
Một vài hình ko giống Album,0
rất tuyệt vời phục vụ rất ok cho shop 5sao chúc shop buôn may bán đắt,2
Chưa thử nhưng sờ chất đẹp là đã ưng rồi❤️,2
độ bao quát kiến thức trong môn học của thầy rất rộng nhưng đưa vào tất cả chỉ trong một môn học thì không thích hợp .,0
"Ôm Body lắm, Shop giao đúng hàng đúng mẫu còn giao nhanh nữa, hàng đẹp, sẽ ủng hộ ạ",2
Áo hơi nhàu với chất vải hơi mỏng,0
Hàng đep xuất sắc,2
Hàng quá kém,0
Shop bán hàng uy tín,2
thầy truyền đạt kiến thức rất dễ hiểu .,2
"Hàng đúng hình nhưng chất vải thô cứng, không như mong đợi",0
Giày rất êm chân và đúng màu.mình rất thích.giao hàng nhanh,2
Đóng gói rất cẩn thận,2
"nhiệt tình , chịu khó lắng nghe !",2
Mọi người nên mua ạ.🤩🤩,2
Tiền sao hàng vậy,0
Màu ko đc giống ảnh😔,0
"Fom rộng, chất đẹp, mát",2
Quần hội rộng,1
thầy luôn hướng dẫn rất chi tiết cho sinh viên !,2
Chất mát,2
Sản phẩm y hệt mô tả,2
Chất lượng sản phẩm tuyệt vời ưng ý sẽ ủng hộ Sop tiếp,2
Em vâng dạ rồi để đấy để hôm nay bưu điện gọi chị ra nhận hàng về,0
"giảng dạy đúng giờ , hiệu quả .",2
"Chất vải tạm được ,nhưng tay áo ngắn quá trời.Mình khuyên ai muốn mua áo này thì hãy đọc các comment đã rùi mua",1
thầy rất tâm huyết với sinh viên .,2
cần kết nối được mạng trong phòng lab .,0
Lông mượt đẹp cực,2
Chúc shop luôn đắt hàng,1
sử dụng trang thiết bị hiệu quả cho quá trình học tập .,2
quần với áo chất vải ok,2
"thầy hay cho nghỉ , nói chung là không nhớ mặt thầy luôn rồi , thời gian thi không hợp lý , thay đổi giáo viên thường xuyên .",0
thầy dạy cũng hay .,2
Chất lượng sản phẩm tốt Đóng gói sản phẩm chắc chắn nhưng vải hơi dày,2
Thôi để giảm cân để mặc cho vừa vậy :)),2
Giá hợp lý,2
Chúc shop luôn đắt hàng nhé,2
"bộ đồ này rẻ và đẹp quá,",2
Hok giống như hình một chút nào:),0
Rất ưng ý,2
"Cổ áo khác màu với mẫu, bộ hơi cộc",0
Lấy hồng nhạt giao hồng đậm,0
giáo viên thân thiện .,2
rất hài lòng về giảng viên wzjwz321 .,2
"Áo dáng rất nice, đúng kiểu ulzzang, hơi mỏng nhưng cx k phải điểm trừ lớn",2
Đóng gói sản phẩm rất đẹp và chắc chắn,2
bài tập cần đa dạng và sát với nội dung lý thuyết hơn .,0
Vải tốt,2
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn,2
cô dạy rất tận tâm .,2
thầy giảng bài dễ hiểu và rất vui tính .,2
Form to mặc vừa đẹp luôn hii,2
Hàng đẹp và ưng ý lắm ạ Chất lượng sản phẩm tuyệt vời,2
"Áo đẹp, tớ mặc vừa lắm, cảm ơn shop",2
"Thiếu 1 khuy, tuy nhiên vẫn cho 5 sao vì áo đẹp y hình ^^",2
Giao hàng nhanh,2
hướng dẫn quá chi tiết .,2
Ok,1
dạy nhiệt tình và tận tâm .,2
Đóng gói chắc chắn,2
không có nhiều bài tập để làm thêm .,0
Tấm gray bị gãy 1 xíu,1
Rất đáng tiền .ok,2
giảng viên nói quá nhanh .,0
Giày không đúng size,0
"thầy dạy tận tâm , nhiệt tình , vui vẻ , thân thiện với sinh viên .",2
Sản phẩm y hình,2
"Chất lượng sản phẩm tuyệt vời,shop đóng hàng rất kĩ ,chị chủ rất nhiệt tình, cảm ơn shop nhiều",2
trang thiết bị nên tốt hơn .,0
Giao nhầm màu be,0
cô dạy rất hay và dễ hiểu .,2
thầy nên xem xét bài mà sinh viên giải .,0
Sẽ tiếp tục ủng hộ shop dài dài,2
"Hàng đúng như mô tả, hàng thiireu shop gởi bù ngay, rất uy tính, 5 sao",2
Áo giống hình,1
Chất lượng sản phẩm rất kém🔩,0
Vẫn lấy 20k tiền Ship,1
Rất đáng tiền,2
funny .,2
Vay y hjnh,2
Đóng gói sản phẩm rất đẹp và chắc chắn,2
giáo viên rất nhiệt tình và tâm huyết đối với sinh viên .,2
Mn nên mua,2
"Giao hàng siêu nhanh, áo đẹp hàng chuẩn",2
Hàng mới nhận nhưng giống như xài rồi .,0
"Quần shop mình giặt mấy lần, vẫn không hết được mùi thuốc nhuộm",1
"dạy hơi nhanh à nha , tiết bài tập chưa tốt .",0
"kiến thức , khả năng truyền đạt .",1
cô dạy nhiệt tình với sinh viên .,2
Hơi mỏng Nhưng phù hợp vs giá tiền,2
Hàng đẹp,2
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh,2
"Hàng chuẩn hình, phid hợp giá tiền",2
"thầy giảng lý thuyết khá chung chung , trừu tượng , khó áp dụng kiến thức .",0
"chất lượng, màu sắc khá ổn, giống ảnh. khá hài lòng",2
Áo bị mất cúc,0
Áo đẹp lắm ạ,2
"Màu rất đẹp, chất ren mềm",2
ok tốt,1
"thời lượng môn học quá dài , sinh viên cảm thấy mệt mỏi .",0
"thầy tận tình hướng dẫn cách làm , giải quyết những thắc mắc của sinh viên .",2
Mua được,1
"Đồ dùng rất ok và giống như quảng cáo, shop đóng gói cẩn thận và chắc chắn",2
Áo bình thường,1
giảng viên dạy bài dễ hiểu .,2
"Shop phục vụ rất tốt, giao hàng nhanh lắm ạ hihi",2
dạy ít về phần code .,0
môn học còn nhàm chán .,0
Qua xau,0
áo đẹp lắm ạ,2
Ưng nhất trong những sp đã đặt,2
"Sản phẩm đẹp lắm , shop tư vấn nhiệt tình",2
"Shop phục vụ khá tốt, ăn ngon, nước hơi bị đậm, phần riêu cua nhiều, thơm",1
Rất uy tín,2
giảng viên lý thuyết và thực hành nên cùng một người để thống nhất .,0
Cúc giả,1
"chưa tạo động lực học cho học sinh , chưa hướng dẫn rõ ràng cho sinh viên làm đồ án .",0
"Chất lượng sản phẩm tạm được, áo hơi mỏng",1
Rất đáng tiền,2
"Chất lượng sản phẩm tuyệt vời, Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh",2
"Rất chim ưng , giá cả hợp lý , mặc rất thích nha",2
Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt,2
Vải rất mềm,2
giảng bài hơi khó hiểu .,0
Vải mặc rất mát,2
giảng viên khá hòa đồng với sinh viên .,2
